,VAT_calculation,authority_notice_created,direct_bank_transfer_created,expense_invoice,mass_letter_created,memo_voucher,new_receipts,payment_reminder_created,purchase_invoice,purchase_order,salary_slip,sales_invoice,sales_order,travel_invoice
2023-02-28,8289.0,2795.0,2704.0,1106.0,6.0,25620.0,6758.0,2266.0,52287.0,53.0,7302.0,44822.0,464.0,1189.0
2023-03-01,3534.0,2287.0,3178.0,803.0,1.0,26729.0,6614.0,1491.0,62804.0,84.0,11401.0,107311.0,489.0,1200.0
2023-03-02,3320.0,2332.0,4074.0,718.0,6.0,32100.0,6577.0,1131.0,80092.0,81.0,9062.0,43935.0,435.0,951.0
2023-03-03,3093.0,2151.0,2522.0,679.0,3.0,24172.0,5607.0,1420.0,83790.0,132.0,5544.0,34830.0,322.0,758.0
2023-03-04,716.0,447.0,667.0,153.0,0.0,8039.0,2893.0,79.0,28798.0,1.0,767.0,8841.0,44.0,140.0
2023-03-05,692.0,518.0,774.0,182.0,0.0,6326.0,4112.0,134.0,3821.0,1.0,1230.0,5964.0,43.0,306.0
2023-03-06,4431.0,3409.0,2686.0,794.0,4.0,32465.0,6998.0,1491.0,41060.0,96.0,8111.0,31549.0,528.0,975.0
2023-03-07,4900.0,3547.0,2503.0,740.0,1.0,34427.0,6668.0,1994.0,56459.0,89.0,7462.0,28660.0,434.0,773.0
2023-03-08,4795.0,3796.0,4720.0,707.0,3.0,33821.0,6536.0,2126.0,54745.0,39.0,7643.0,22961.0,462.0,682.0
2023-03-09,4872.0,3923.0,3139.0,721.0,4.0,31333.0,6458.0,1270.0,45867.0,63.0,6187.0,21603.0,393.0,745.0
2023-03-10,5619.0,4525.0,2430.0,626.0,3.0,30318.0,5371.0,1151.0,35108.0,40.0,5232.0,28549.0,357.0,748.0
2023-03-11,1165.0,836.0,391.0,133.0,1.0,8398.0,2521.0,111.0,8838.0,0.0,416.0,4187.0,26.0,140.0
2023-03-12,1449.0,1136.0,716.0,144.0,0.0,8922.0,3463.0,142.0,3910.0,0.0,719.0,5022.0,181.0,222.0
2023-03-13,7229.0,5934.0,3490.0,850.0,4.0,36968.0,7557.0,1899.0,39439.0,50.0,9062.0,25916.0,663.0,942.0
2023-03-14,2871.0,1929.0,3168.0,663.0,1.0,25737.0,5722.0,1938.0,43650.0,54.0,7312.0,25496.0,451.0,686.0
2023-03-15,2849.0,1834.0,2298.0,714.0,9.0,27102.0,6277.0,3220.0,37249.0,45.0,5406.0,25963.0,423.0,741.0
2023-03-16,2676.0,1736.0,2742.0,618.0,0.0,23850.0,5579.0,2676.0,39084.0,43.0,5892.0,27150.0,427.0,726.0
2023-03-17,2367.0,1693.0,2315.0,699.0,3.0,19360.0,4952.0,1006.0,49019.0,73.0,3349.0,23137.0,391.0,698.0
2023-03-18,335.0,154.0,226.0,102.0,0.0,3331.0,1946.0,149.0,1481.0,0.0,248.0,3614.0,13.0,129.0
2023-03-19,379.0,207.0,441.0,162.0,0.0,4740.0,3307.0,72.0,5193.0,3.0,449.0,4223.0,21.0,200.0
2023-03-20,3053.0,1993.0,1852.0,871.0,0.0,26069.0,5763.0,2477.0,46108.0,51.0,5281.0,27473.0,471.0,868.0
2023-03-21,2978.0,1883.0,4015.0,705.0,1.0,22999.0,5635.0,2171.0,45855.0,112.0,5186.0,25509.0,465.0,639.0
2023-03-22,2892.0,1782.0,2274.0,670.0,4.0,24566.0,5407.0,2282.0,38575.0,39.0,6047.0,26743.0,478.0,752.0
2023-03-23,2690.0,1664.0,2355.0,629.0,74.0,21325.0,5382.0,1727.0,30119.0,47.0,5830.0,22955.0,402.0,783.0
2023-03-24,2243.0,1544.0,1682.0,753.0,10.0,19418.0,5117.0,1449.0,32503.0,114.0,4224.0,21128.0,384.0,714.0
2023-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-26,526.0,275.0,430.0,188.0,1.0,5121.0,3264.0,145.0,2885.0,1.0,501.0,3798.0,38.0,208.0
2023-03-27,2842.0,1807.0,1849.0,813.0,7.0,22629.0,6807.0,1601.0,37272.0,48.0,9415.0,23682.0,373.0,921.0
2023-03-28,2668.0,1755.0,2215.0,688.0,6.0,23163.0,5652.0,1841.0,36220.0,68.0,11098.0,26196.0,500.0,923.0
2023-03-29,2616.0,1576.0,3304.0,814.0,12.0,22600.0,5878.0,2079.0,32690.0,46.0,11180.0,27674.0,402.0,860.0
2023-03-30,2611.0,1631.0,4059.0,782.0,12.0,18864.0,6431.0,1390.0,42029.0,48.0,9314.0,30337.0,481.0,1005.0
2023-03-31,2386.0,1566.0,2316.0,859.0,3.0,18258.0,5962.0,1369.0,49248.0,54.0,4826.0,45491.0,487.0,1354.0
2023-04-01,529.0,306.0,498.0,152.0,0.0,5536.0,2531.0,87.0,22094.0,0.0,746.0,11690.0,25.0,262.0
2023-04-02,779.0,439.0,560.0,182.0,0.0,8528.0,3800.0,90.0,7349.0,0.0,1145.0,28570.0,53.0,292.0
2023-04-03,3917.0,2491.0,2884.0,1018.0,17.0,26510.0,8267.0,1275.0,67740.0,57.0,14966.0,103979.0,494.0,1446.0
2023-04-04,3706.0,2650.0,4220.0,841.0,1.0,26907.0,7585.0,2078.0,87878.0,157.0,13919.0,46673.0,448.0,1006.0
2023-04-05,3940.0,2983.0,6488.0,781.0,3.0,28727.0,7125.0,1709.0,79794.0,105.0,9680.0,34758.0,469.0,982.0
2023-04-06,4115.0,3280.0,2535.0,702.0,6.0,24361.0,5185.0,1006.0,61929.0,78.0,5560.0,29927.0,327.0,885.0
2023-04-07,870.0,665.0,476.0,94.0,0.0,5907.0,2161.0,60.0,19583.0,0.0,489.0,4454.0,15.0,124.0
2023-04-08,703.0,511.0,311.0,75.0,1.0,4997.0,1520.0,37.0,4399.0,0.0,412.0,2715.0,10.0,81.0
2023-04-09,607.0,465.0,377.0,64.0,1.0,5142.0,1889.0,76.0,2814.0,0.0,416.0,2969.0,10.0,74.0
2023-04-10,1558.0,1175.0,912.0,197.0,2.0,8634.0,3746.0,170.0,10288.0,0.0,930.0,7669.0,27.0,204.0
2023-04-11,7023.0,6010.0,2932.0,711.0,3.0,33405.0,7840.0,1649.0,49584.0,56.0,10643.0,33100.0,495.0,927.0
2023-04-12,7808.0,6434.0,3924.0,726.0,1.0,37763.0,7099.0,2909.0,50792.0,92.0,10010.0,26189.0,434.0,732.0
2023-04-13,3201.0,2093.0,4850.0,705.0,2.0,25055.0,6200.0,1392.0,45003.0,109.0,8232.0,23764.0,564.0,704.0
2023-04-14,2656.0,1730.0,1887.0,599.0,2.0,19662.0,5056.0,1569.0,43014.0,55.0,3263.0,28039.0,464.0,762.0
2023-04-15,443.0,286.0,382.0,97.0,0.0,4092.0,2924.0,97.0,10643.0,1.0,229.0,5787.0,37.0,104.0
2023-04-16,514.0,306.0,516.0,198.0,0.0,9726.0,3186.0,115.0,5020.0,0.0,701.0,5602.0,56.0,178.0
2023-04-17,3185.0,2085.0,2274.0,816.0,3.0,23171.0,6960.0,1408.0,41327.0,81.0,5164.0,28432.0,590.0,838.0
2023-04-18,3372.0,2066.0,2271.0,659.0,4.0,25570.0,6346.0,1919.0,55793.0,69.0,5829.0,28764.0,457.0,684.0
2023-04-19,3264.0,2012.0,2792.0,673.0,2.0,24998.0,6208.0,2122.0,40960.0,57.0,5193.0,28381.0,435.0,631.0
2023-04-20,3084.0,2025.0,2674.0,673.0,2.0,23026.0,6254.0,2130.0,39286.0,57.0,5719.0,23799.0,450.0,804.0
2023-04-21,2655.0,1731.0,1571.0,671.0,0.0,17179.0,5143.0,1403.0,40816.0,63.0,4433.0,28724.0,370.0,771.0
2023-04-22,374.0,203.0,288.0,86.0,0.0,2646.0,2260.0,67.0,7546.0,1.0,504.0,3256.0,25.0,133.0
2023-04-23,712.0,372.0,478.0,179.0,0.0,5750.0,3603.0,255.0,3608.0,0.0,888.0,4541.0,62.0,275.0
2023-04-24,3271.0,1980.0,4133.0,956.0,1.0,21745.0,7193.0,2163.0,42393.0,59.0,10010.0,24865.0,550.0,1187.0
2023-04-25,2989.0,1865.0,2969.0,778.0,7.0,24728.0,6664.0,1442.0,56987.0,54.0,12037.0,23646.0,510.0,900.0
2023-04-26,2944.0,1710.0,3548.0,687.0,4.0,21888.0,6269.0,2051.0,45236.0,49.0,13880.0,25608.0,448.0,930.0
2023-04-27,3057.0,1883.0,4520.0,802.0,1.0,19921.0,6119.0,1387.0,36349.0,153.0,10636.0,27686.0,452.0,922.0
2023-04-28,2745.0,1595.0,2288.0,824.0,1.0,15354.0,5735.0,1392.0,63590.0,59.0,4728.0,39473.0,530.0,1355.0
2023-04-29,624.0,288.0,427.0,142.0,0.0,3588.0,2521.0,107.0,12885.0,1.0,349.0,7060.0,35.0,204.0
2023-04-30,530.0,260.0,353.0,134.0,0.0,2981.0,2729.0,242.0,6073.0,0.0,340.0,9209.0,26.0,236.0
2023-05-01,878.0,442.0,703.0,172.0,0.0,5669.0,3898.0,142.0,17610.0,72.0,1237.0,19612.0,39.0,354.0
2023-05-02,3625.0,2193.0,3091.0,970.0,1.0,27774.0,9461.0,1906.0,61997.0,50.0,12936.0,101029.0,665.0,1552.0
2023-05-03,3775.0,2658.0,4056.0,840.0,1.0,26483.0,7437.0,3130.0,90375.0,85.0,12645.0,54542.0,482.0,1090.0
2023-05-04,4323.0,3014.0,4189.0,783.0,1.0,29407.0,7327.0,1775.0,84672.0,167.0,9582.0,37774.0,520.0,958.0
2023-05-05,4109.0,2922.0,2316.0,809.0,5.0,25775.0,6025.0,1221.0,59628.0,90.0,6163.0,32190.0,478.0,927.0
2023-05-06,952.0,594.0,502.0,131.0,1.0,5755.0,2745.0,88.0,12837.0,1.0,528.0,4055.0,50.0,180.0
2023-05-07,1060.0,743.0,774.0,186.0,1.0,6093.0,3472.0,176.0,4817.0,2.0,897.0,6022.0,34.0,197.0
2023-05-08,6215.0,4473.0,6564.0,975.0,1.0,35136.0,7844.0,1445.0,46468.0,80.0,9369.0,29815.0,455.0,1058.0
2023-05-09,6438.0,4585.0,3066.0,730.0,2.0,39139.0,7789.0,1939.0,61082.0,42.0,8013.0,28953.0,458.0,828.0
2023-05-10,7246.0,5064.0,3156.0,700.0,8.0,38845.0,6984.0,2356.0,40515.0,97.0,8534.0,28211.0,475.0,877.0
2023-05-11,8312.0,5754.0,4161.0,711.0,1.0,37047.0,7038.0,1511.0,43080.0,53.0,8792.0,26714.0,416.0,859.0
2023-05-12,8652.0,6223.0,3494.0,762.0,1.0,28774.0,5649.0,1717.0,42458.0,46.0,6193.0,25580.0,487.0,930.0
2023-05-13,313.0,186.0,315.0,100.0,0.0,1639.0,2091.0,76.0,8614.0,0.0,334.0,5526.0,40.0,112.0
2023-05-14,306.0,166.0,479.0,107.0,0.0,2023.0,2929.0,65.0,3611.0,5.0,390.0,3748.0,36.0,159.0
2023-05-15,3088.0,2304.0,2743.0,864.0,2.0,27290.0,6679.0,1697.0,44387.0,68.0,5351.0,34049.0,565.0,1107.0
2023-05-16,2748.0,2036.0,2928.0,760.0,2.0,20442.0,6333.0,2136.0,48546.0,52.0,6886.0,31065.0,550.0,833.0
2023-05-17,2596.0,1866.0,3349.0,726.0,1.0,23195.0,6132.0,2098.0,46756.0,52.0,5829.0,29949.0,503.0,819.0
2023-05-18,542.0,382.0,624.0,243.0,1.0,4472.0,3188.0,190.0,15135.0,3.0,783.0,7794.0,108.0,251.0
2023-05-19,1673.0,1198.0,1329.0,473.0,3.0,14211.0,4526.0,1335.0,30145.0,32.0,2730.0,21595.0,320.0,582.0
2023-05-20,142.0,81.0,274.0,77.0,0.0,1205.0,2016.0,72.0,6816.0,2.0,125.0,3039.0,39.0,105.0
2023-05-21,301.0,151.0,429.0,150.0,0.0,2688.0,3000.0,82.0,3163.0,5.0,482.0,4243.0,44.0,173.0
